,total_score,Sc,Sc_int_area,complex_normalized,dG_cross,dG_cross/dSASAx100,dG_separated,dG_separated/dSASAx100,dSASA_hphobic,dSASA_int,dSASA_polar,ddg,delta_unsatHbonds,dslf_fa13,fa_atr,fa_dun,fa_elec,fa_intra_rep,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_E_fraction,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,hbonds_int,lk_ball_wtd,nres_all,nres_int,omega,p_aa_pp,packstat,per_residue_energy_int,pro_close,rama_prepro,ref,sc_value,side1_normalized,side1_score,side2_normalized,side2_score,binding,cluster
152,-768.77,0.757,1304.996,-2.719,-86.71700000000001,-4.277,-78.111,-3.853,1245.513,2027.388,781.8739999999999,-75.124,10.0,0.0,-1668.399,398.042,-504.101,3.196,55.584,181.574,981.785,0.175,-56.63399999999999,-85.76700000000001,-33.229,-83.421,13.0,-40.127,286.0,79.0,37.638000000000005,-60.181,0.0,-3.2960000000000003,3.266,9.866,92.137,0.754,-3.329,-133.14700000000002,-3.262,-127.232,1,1
153,-657.393,0.62,1177.963,-2.651,-46.976000000000006,-2.5580000000000003,-42.821000000000005,-2.332,946.574,1836.279,889.705,-39.051,10.0,0.0,-1447.169,376.615,-426.884,3.047,51.849,165.977,837.352,0.161,-52.684,-101.58,-36.34,-45.142,7.0,-30.968000000000004,250.0,58.0,25.886,-47.153,0.0,-3.0980000000000003,5.202999999999999,7.702000000000001,56.896,0.604,-2.998,-89.954,-3.205,-89.74,1,0
154,-711.846,0.6559999999999999,1096.371,-2.779,-53.431,-3.0580000000000003,-48.31100000000001,-2.765,904.286,1747.359,843.072,-47.946000000000005,9.0,0.0,-1469.119,353.202,-441.8130000000001,2.893,53.79600000000001,178.956,835.7239999999999,0.1689999999999999,-56.206,-95.233,-32.668,-49.098,9.0,-34.274,257.0,57.0,26.612,-52.034,0.0,-3.074,3.868,-2.201,65.75,0.653,-3.0010000000000003,-90.04,-3.154,-85.167,1,0
155,-1392.586,0.708,754.9730000000001,-1.973,-42.516000000000005,-3.252,-39.149,-2.995,752.7080000000001,1307.216,554.508,-29.101,2.0,-22.693,-3677.814,1028.601,-992.206,5.652,128.542,364.847,2186.886,0.184,-118.854,-220.222,-85.20200000000001,-120.845,6.0,-94.613,713.0,64.0,55.824,-163.365,0.0,-2.969,6.88,68.465,257.532,0.742,-2.794,-97.784,-3.18,-92.219,1,1
156,-949.637,0.659,1118.003,-2.7880000000000003,-59.946000000000005,-3.373,-49.959,-2.8110000000000004,1166.446,1777.1570000000002,610.711,-46.535,12.0,0.0,-2062.654,503.674,-627.178,3.55,75.498,219.157,1239.621,0.2289999999999999,-58.63399999999999,-103.428,-51.392,-116.699,10.0,-44.23,343.0,63.0,44.598,-67.983,0.0,-2.705,1.118,0.737,94.608,0.63,-2.482,-86.85600000000001,-2.985,-83.571,1,1
157,-937.968,0.693,1089.427,-2.309,-68.35600000000001,-3.563,-58.847,-3.068,1214.861,1918.345,703.4839999999999,-55.596,14.0,0.0,-2347.179,539.429,-568.361,4.321000000000001,76.311,268.701,1320.341,0.125,-95.218,-90.04,-33.63,-107.253,6.0,-68.223,413.0,83.0,41.765,-79.376,0.0,-2.952,3.324,-8.044,205.162,0.6940000000000001,-3.053,-143.481,-2.821,-101.564,1,1
158,-1067.147,0.7859999999999999,919.787,-2.8310000000000004,0.0,0.0,-44.401,-3.103,979.865,1430.902,451.036,-41.042,7.0,0.0,-2176.0660000000003,548.082,-557.98,3.842,75.19,231.063,1200.95,0.542,-90.159,-94.671,-49.07899999999999,-94.537,20.0,-51.879,378.0,44.0,29.258000000000003,-97.235,0.0,-3.189,4.803,-30.04,81.312,0.8029999999999999,-3.141,-69.095,-3.238,-71.227,1,1
159,-860.257,0.723,1190.697,-2.94,-73.253,-3.802,-61.714,-3.2030000000000003,989.545,1926.936,937.392,-55.354,12.0,-4.374,-1594.78,385.724,-513.391,2.877,55.63,167.146,875.57,0.344,-74.817,-150.086,-38.737,-29.963,18.0,-26.707,296.0,58.0,35.864000000000004,-65.753,0.0,-2.978,5.083,7.501,102.957,0.716,-3.21,-83.45,-2.79,-89.294,1,1
160,-605.5169999999999,0.659,386.132,-2.468,-24.988000000000003,-3.0980000000000003,-23.481,-2.911,445.656,806.5189999999999,360.86300000000006,-20.674,1.0,0.0,-1362.189,339.337,-399.792,2.782,52.547,149.562,860.9010000000001,0.249,-42.882,-50.629,-20.461,-106.54,4.0,-39.898,247.0,26.0,21.431,-49.534,0.0,-2.78,1.668,-20.342,58.52,0.685,-2.821,-42.318000000000005,-2.724,-29.96,1,0
163,-1683.306,0.6829999999999999,1643.261,-2.772,0.0,0.0,-80.279,-2.71,1776.2320000000002,2961.8740000000003,1185.642,-68.388,9.0,-9.003,-3572.318,801.791,-987.244,7.894,125.163,381.965,1985.931,0.253,-97.103,-169.83599999999998,-76.00399999999999,-194.189,22.0,-95.436,609.0,70.0,68.344,-111.079,0.0,-3.12,3.956,20.391,233.473,0.706,-3.323,-122.955,-2.892,-95.427,1,1
164,-2427.932,0.546,936.1,-1.584,0.0,0.0,-33.236,-1.832,1005.644,1813.974,808.33,-11.76,0.0,-11.277,-9280.932,2839.692,-2315.281,18.955,347.18699999999995,1113.288,5647.326999999999,0.392,-207.603,-162.72899999999998,-181.348,-632.063,11.0,-262.067,1542.0,8.0,158.446,-214.83900000000003,0.0,2.312,12.79,317.715,384.806,0.155,0.054,0.108,3.065,18.39,1,1
165,-1456.737,0.763,5128.108,-3.039,-325.551,-3.628,-289.095,-3.222,5420.688,8973.505,3552.817,-271.981,36.0,0.0,-2811.2070000000003,740.166,-911.549,4.402,109.542,247.301,1810.799,0.177,-95.971,-113.822,-87.459,-197.423,48.0,-66.703,494.0,280.0,26.538,-106.684,0.0,-3.202,4.975,-28.964,19.324,0.7559999999999999,-3.335,-480.279,-3.0610000000000004,-416.337,1,1
166,-1264.158,0.6920000000000001,3232.0290000000005,-2.592,0.0,0.0,-160.81,-3.068,3249.112,5242.22,1993.108,-152.17,6.0,0.0,-2854.4390000000003,663.628,-835.174,5.445,109.72,332.48400000000004,1757.678,0.2319999999999999,-98.672,-93.857,-47.419,-201.843,26.0,-78.70100000000001,494.0,121.0,51.841,-85.353,0.0,-2.8110000000000004,4.886,-21.01,126.629,0.76,-2.7960000000000003,-176.132,-2.8280000000000003,-164.043,1,1
167,-3497.428,0.7190000000000001,3597.5,-2.9610000000000003,0.0,0.0,-184.221,-3.109,3213.908,5925.081999999999,2711.173,-140.296,11.0,0.0,-7624.639,1612.4920000000002,-2368.509,12.852,245.264,745.8539999999999,5134.031,0.586,-125.814,-44.304,-178.21900000000002,-864.1030000000001,91.0,-249.556,1183.0,57.0,56.749,-129.564,0.0,-3.641,2.216,-88.897,366.72,0.746,-3.824,-110.894,-3.451,-96.616,1,1
168,-1589.267,0.715,2309.363,-3.094,-142.467,-3.426,-118.351,-2.846,2309.714,4158.272,1848.558,-105.481,21.0,0.0,-3130.2790000000005,762.862,-1026.362,5.513999999999999,124.549,298.985,2083.514,0.258,-84.042,-85.734,-74.378,-275.358,24.0,-99.409,521.0,153.0,35.404,-79.499,0.0,-3.248,1.045,-56.238,10.16,0.711,-2.503,-160.22,-3.784,-336.75800000000004,1,1
169,-797.9860000000001,0.732,2090.74,-3.102,-107.042,-3.408,-90.635,-2.886,1894.022,3140.962,1246.939,-87.38,10.0,0.0,-1609.299,384.798,-510.81,2.752,61.607,143.671,1058.231,0.174,-58.278,-19.472,-53.501000000000005,-141.1,14.0,-41.52,259.0,92.0,27.268,-44.214,0.0,-3.606,2.6180000000000003,-24.54,23.802,0.731,-3.503,-185.634,-3.748,-146.155,1,1
170,-981.635,0.7509999999999999,1019.408,-2.985,0.0,0.0,-78.452,-3.752,961.017,2090.673,1129.656,-63.872,5.0,0.0,-2043.344,552.387,-610.874,3.678,86.67,197.566,1312.7910000000002,0.288,-36.098,-20.849,-75.208,-217.217,18.0,-64.208,332.0,35.0,27.457,-52.28,0.0,-3.105,2.365,-47.325,2.8560000000000003,0.75,-3.295,-56.021,-2.926,-52.668,1,1
172,-574.506,0.7140000000000001,835.205,-2.8680000000000003,-37.672,-2.631,-33.452,-2.336,812.653,1431.8729999999998,619.22,-35.507,4.0,0.0,-1054.27,223.878,-283.781,1.833,36.391,112.761,586.8290000000001,0.14,-36.425,-71.434,-24.485,-35.515,4.0,-27.182,201.0,53.0,18.669,-57.185,0.0,-3.685,1.872,-26.269,59.805,0.72,-3.552,-110.126,-3.871,-85.156,1,0
173,-2442.114,0.631,1749.355,-2.313,0.0,0.0,-66.678,-2.247,1617.568,2967.586,1350.019,-47.338,17.0,0.0,-6499.929,1823.603,-1926.496,13.928,255.982,745.112,4048.132,0.652,-145.15,-176.39,-177.918,-487.089,35.0,-180.03900000000002,1069.0,104.0,104.501,-172.335,0.0,-2.583,10.458,102.116,219.4,0.5870000000000001,-2.9210000000000003,-184.034,-2.062,-84.54700000000001,1,1
174,-699.0939999999999,0.81,1485.739,-3.134,-113.676,-4.471,-105.494,-4.149,1856.067,2542.615,686.548,-103.107,8.0,0.0,-1554.2120000000002,314.028,-343.01,2.911,51.423,155.92600000000002,864.789,0.105,-22.133000000000003,-24.214,-19.094,-123.828,10.0,-38.9,225.0,86.0,19.588,-40.836,0.0,-3.475,0.6990000000000001,-24.857,82.626,0.81,-4.084,-232.816,-2.276,-66.00399999999999,1,1
175,-2102.734,0.653,1546.695,-2.532,0.0,0.0,-63.638000000000005,-2.527,1550.259,2517.901,967.642,-50.878,13.0,0.0,-5210.773,1190.194,-1514.821,10.757,172.201,590.04,3251.019,0.365,-85.027,-29.26,-100.043,-563.52,22.0,-143.744,837.0,82.0,59.535,-108.72,0.0,-2.97,7.807,-7.591,379.212,0.657,-2.546,-94.209,-3.318,-149.31799999999998,1,1
176,-1818.665,0.6659999999999999,1885.777,-2.988,-90.806,-2.604,-80.819,-2.318,1876.46,3486.811,1610.35,-71.497,22.0,0.0,-3841.591,828.252,-1063.303,6.08,130.65200000000002,382.711,2278.139,0.262,-134.119,-82.20100000000001,-89.61,-279.983,14.0,-109.59,616.0,134.0,63.273,-108.522,0.0,-3.124,9.217,-15.525,207.456,0.66,-3.257,-227.987,-2.978,-190.609,1,1
177,-653.172,0.715,1003.004,-2.232,-57.783,-3.177,-47.23,-2.596,1245.85,1818.985,573.135,-39.538,5.0,0.0,-1617.896,464.307,-482.21,3.666,64.095,191.545,1032.653,0.1119999999999999,-30.929,-51.512,-21.522,-132.965,6.0,-48.784,299.0,65.0,23.331,-63.646,0.0,-2.769,2.388,-28.275,42.581,0.691,-2.759,-93.805,-2.781,-86.20100000000001,1,0
178,-1761.372,0.6940000000000001,2414.585,-2.5,-133.47299999999998,-3.048,-116.051,-2.65,2894.678,4379.093,1484.415,-92.811,17.0,0.0,-4235.572,1121.347,-1320.1570000000002,8.628,145.30100000000002,488.339,2611.506,0.111,-91.359,-176.77599999999998,-126.615,-268.259,12.0,-87.583,720.0,154.0,114.879,-124.556,0.0,-2.784,6.349,52.423,120.731,0.6940000000000001,-3.196,-265.264,-2.302,-163.412,1,1
179,-1532.3670000000002,0.662,1080.505,-2.758,-65.697,-3.3680000000000003,-59.081,-3.029,1224.354,1950.69,726.336,-55.429,2.0,0.0,-3462.784,728.6,-901.89,7.178,114.927,411.548,1979.766,0.142,-103.561,-57.516000000000005,-76.808,-255.06,7.0,-97.897,557.0,76.0,48.325,-90.865,0.0,-3.267,6.45,24.583,192.639,0.632,-2.6830000000000003,-91.212,-3.74,-157.101,1,1
180,-997.096,0.7120000000000001,1724.427,-1.878,-85.383,-2.6660000000000004,-72.18,-2.253,1852.409,3203.101,1350.692,-59.353,14.0,0.0,-3224.311,1039.754,-983.275,6.465,134.477,479.356,2205.802,0.174,-60.096,-84.74799999999999,-73.062,-287.503,10.0,-98.658,549.0,111.0,53.484,-61.566,0.0,-2.752,0.785,-26.686,-17.312,0.703,-1.953,-87.887,-3.297,-217.582,1,1
181,-1822.116,0.642,863.355,-2.5340000000000003,-51.535,-2.9330000000000003,-45.501000000000005,-2.59,983.013,1757.126,774.112,-39.113,10.0,0.0,-4509.29,940.844,-1188.25,8.458,142.7,514.109,2654.282,0.273,-77.365,-12.244000000000002,-81.768,-469.749,9.0,-134.5,722.0,75.0,66.334,-99.169,0.0,-2.656,6.96,60.471,356.06199999999995,0.606,-2.463,-108.369,-2.931,-90.852,1,1
182,-200.586,0.802,901.476,-2.918,-72.771,-4.335,-65.703,-3.914,960.511,1678.797,718.2869999999999,-62.99100000000001,7.0,0.0,-380.117,98.511,-110.902,0.715,14.300999999999998,37.107,234.37,0.238,-8.151,-21.435,-13.574000000000002,-17.644000000000002,14.0,-14.089,70.0,43.0,3.956,-18.827,0.0,-3.224,0.524,-11.645,6.315,0.7959999999999999,-3.485,-108.042,-2.55,-30.596,1,0
183,2348.7270000000003,0.536,1292.684,0.252,65.406,2.604,282.462,11.245,1347.785,2511.863,1164.078,2510.65,10.0,-18.691,-2030.807,745.9069999999999,-516.439,4.63,97.566,2782.8790000000004,1359.227,-0.026,-85.985,-133.032,-31.599,-43.083,6.0,-47.011,392.0,93.0,96.848,-77.484,0.0,1.735,7.276,95.62,142.905,0.5760000000000001,-0.777,-41.179,5.063,202.51,1,0
184,-1220.919,0.735,918.013,-2.51,-44.523,-2.949,-37.926,-2.512,786.672,1509.99,723.317,-29.312,10.0,0.0,-2964.882,682.08,-799.235,5.935,100.368,359.358,1719.792,0.2,-101.997,-37.934,-51.083,-235.01,8.0,-74.633,493.0,65.0,48.341,-86.906,0.0,-2.699,5.595,20.004,189.289,0.72,-2.8560000000000003,-159.95,-1.719,-15.475,1,1
185,-1216.341,0.721,1745.646,-2.786,0.0,0.0,-86.441,-3.062,1726.2020000000002,2823.08,1096.878,-69.712,4.0,-4.13,-2425.302,562.807,-686.5369999999999,5.053999999999999,72.618,282.283,1268.556,0.258,-84.29700000000001,-221.201,-57.409,-42.07,23.0,-46.244,439.0,68.0,45.433,-111.88,0.0,-3.47,2.547,19.247,204.181,0.71,-3.387,-111.772,-3.548,-124.163,1,1
186,-965.757,0.858,598.562,-2.405,-45.372,-4.284,-37.615,-3.551,695.955,1059.178,363.223,-37.269,7.0,-1.515,-2457.393,567.681,-684.299,4.57,80.895,275.791,1508.9070000000002,0.162,-63.434,-24.538,-40.509,-215.199,5.0,-68.631,403.0,39.0,104.491,-55.508,0.0,-3.607,4.226,11.947,86.76100000000001,0.867,-3.765,-97.886,-3.29,-42.771,1,1
187,-551.86,0.546,414.853,-1.745,-18.689,-1.853,-9.408,-0.933,623.905,1008.526,384.62,-6.405,2.0,-7.986000000000001,-1626.964,460.267,-396.548,3.741,67.855,188.777,956.535,0.502,-52.674,-130.256,-25.478,-28.306,3.0,-49.699,320.0,42.0,37.654,-72.42699999999999,0.0,-1.534,5.347,18.624,99.676,0.525,-1.164,-23.281,-1.871,-41.155,1,0
188,-1938.595,0.762,1263.667,-2.694,0.0,0.0,-54.723,-2.526,1065.471,2166.354,1100.884,-50.985,20.0,-3.479,-4284.939,974.681,-1242.512,8.535,138.165,487.812,2567.903,0.492,-133.138,-229.487,-112.461,-214.485,25.0,-111.264,720.0,60.0,69.04,-144.863,0.0,-2.641,6.195,28.07,257.632,0.758,-2.843,-62.543,-2.523,-95.889,1,1
189,-630.1990000000001,0.7140000000000001,1231.295,-3.056,-63.68600000000001,-3.069,-59.272,-2.8560000000000003,1092.693,2075.1020000000003,982.409,-57.093,10.0,0.0,-1097.515,206.265,-291.08,1.819,32.913000000000004,118.236,590.445,0.152,-39.545,-71.714,-26.166,-33.053000000000004,8.0,-35.085,208.0,81.0,17.488,-63.304,0.0,-2.983,2.448,-22.766,80.416,0.711,-2.549,-99.395,-3.387,-142.25,1,0
190,-596.688,0.602,854.322,-2.212,-33.388000000000005,-2.2,-28.717,-1.892,961.167,1517.965,556.798,-14.517,6.0,-5.63,-1473.185,389.07,-391.497,3.603,60.471,181.027,784.898,0.109,-40.736,-126.62,-25.92,-31.762,2.0,-32.503,280.0,59.0,31.736,-57.383,0.0,-2.623,1.99,25.711,110.043,0.6509999999999999,-2.786,-97.523,-2.385,-57.243,1,0
191,-1166.933,0.6629999999999999,2376.5,-2.931,-135.283,-3.478,-103.733,-2.667,1996.894,3890.197,1893.302,-83.155,23.0,0.0,-2450.637,582.9830000000001,-782.8380000000001,4.257,91.275,234.764,1528.8729999999998,0.38,-95.139,-115.668,-90.822,-120.036,30.0,-65.604,408.0,138.0,42.557,-70.40100000000001,0.0,-3.082,5.377000000000001,26.499,107.626,0.655,-2.84,-255.609,-3.535,-169.68900000000002,1,1
192,-1216.0839999999998,0.6579999999999999,2413.5370000000003,-3.02,-126.282,-3.2030000000000003,-104.912,-2.661,1996.209,3942.044,1945.835,-95.371,26.0,0.0,-2438.356,572.55,-769.487,3.783,88.917,223.08900000000003,1519.2379999999998,0.353,-93.456,-114.79,-83.209,-118.303,28.0,-64.314,409.0,133.0,45.45399999999999,-78.11399999999999,0.0,-3.2,3.779,-18.637,105.773,0.6679999999999999,-3.042,-264.643,-3.5,-161.0,1,1
193,-1039.447,0.54,1110.647,-0.91,-54.212,-2.4090000000000003,-43.068000000000005,-1.914,1200.876,2249.951,1049.075,-31.831,14.0,-1.035,-6130.82,2139.583,-1784.921,14.68,256.557,818.2,4082.574,0.193,-176.274,-484.548,-145.19899999999998,-164.31799999999998,8.0,-134.364,1192.0,106.0,223.357,-173.97099999999998,0.0,-0.828,5.651,275.95,339.452,0.492,-0.7240000000000001,-42.011,-0.952,-45.72,1,1
194,-672.3689999999999,0.7040000000000001,1397.601,-2.213,-83.26100000000001,-3.508,-78.043,-3.2880000000000003,1388.447,2373.427,984.981,-58.706,12.0,-4.398,-1821.117,468.604,-443.901,3.273,61.378,189.162,1068.316,0.19,-96.537,-87.824,-25.387,-73.204,16.0,-50.262,323.0,99.0,40.02,-60.36600000000001,0.0,-2.199,4.468,34.611,120.795,0.6970000000000001,-1.661,-69.774,-2.596,-147.944,1,1
195,-5250.719,0.433,1294.954,-2.178,0.0,0.0,-47.978,-1.386,1785.115,3461.277,1676.162,-14.153,21.0,-32.881,-13915.504,3694.583,-4124.235,26.069000000000003,504.74300000000005,1628.8629999999998,8678.616,0.522,-478.229,-772.98,-305.635,-492.337,28.0,-343.09,2425.0,98.0,359.206,-427.83,0.0,-1.028,20.107,262.147,467.666,0.422,-0.648,-31.767,-1.409,-69.02199999999999,1,1
196,-1370.029,0.647,727.926,-2.982,-41.947,-2.797,-33.099000000000004,-2.207,722.6510000000001,1499.78,777.128,-32.499,7.0,-0.611,-2669.7140000000004,548.424,-788.798,3.638,90.04899999999999,235.658,1628.648,0.472,-72.17,-77.062,-59.633,-219.112,13.0,-67.081,461.0,62.0,29.685,-94.649,0.0,-3.403,5.339,-4.962,142.322,0.69,-3.774,-135.852,-2.891,-75.158,1,1
197,-614.552,0.701,669.19,-2.75,-50.198,-4.412,-45.43899999999999,-3.994,683.1560000000001,1137.78,454.624,-44.508,4.0,0.0,-1252.237,330.184,-362.19,2.819,51.158,140.334,688.94,0.205,-46.275,-67.365,-20.063,-48.978,9.0,-32.78,224.0,41.0,17.403,-54.665,0.0,-3.813,1.608,-31.801,69.357,0.696,-2.373,-28.471,-4.41,-127.878,1,0
198,-2082.085,0.62,2354.589,-2.174,-134.695,-2.9330000000000003,-102.466,-2.231,2369.411,4592.492,2223.08,-87.895,18.0,0.0,-5918.365,1379.213,-1620.871,10.75,203.824,700.846,3632.345,0.337,-100.455,-24.853,-132.84799999999998,-592.896,31.0,-163.226,969.0,190.0,111.518,-92.325,0.0,-2.186,5.46,190.428,329.37,0.63,-2.571,-303.345,-1.555,-111.936,1,1
199,-612.464,0.74,2202.318,-2.446,-132.10399999999998,-4.032,-117.407,-3.584,2382.3160000000003,3276.141,893.825,-112.04,6.0,0.0,-1596.171,420.972,-481.242,3.279,59.723,176.614,1018.737,0.1,-35.427,-4.8,-28.088,-183.676,11.0,-45.757,256.0,112.0,22.644,-26.159,0.0,-3.079,1.02,36.597,49.268,0.742,-3.334,-196.677,-2.795,-148.149,1,1
200,-1620.826,0.647,1088.756,-3.119,-59.84,-2.87,-54.036,-2.592,916.448,2084.7470000000003,1168.299,-45.494,16.0,0.0,-3160.182,632.58,-957.807,5.318,100.333,326.722,1987.154,0.417,-145.668,-79.491,-93.512,-227.242,18.0,-79.922,524.0,91.0,40.219,-101.175,0.0,-2.692,3.469,-11.076,139.454,0.672,-2.682,-163.599,-2.713,-81.376,1,1
201,-765.163,0.77,795.975,-2.911,-51.518,-3.239,-48.382,-3.0410000000000004,950.179,1590.751,640.573,-34.166,7.0,-1.083,-1563.569,348.05800000000005,-479.948,2.779,55.433,154.688,964.432,0.108,-61.198,-114.591,-33.633,-44.122,6.0,-36.796,269.0,53.0,31.48,-72.172,0.0,-3.285,1.85,4.531000000000001,78.69800000000001,0.7659999999999999,-3.417,-95.684,-3.137,-78.43,1,0
202,-732.574,0.75,1251.994,-2.468,-64.812,-2.624,-49.585,-2.008,1295.766,2469.659,1173.893,-35.193000000000005,8.0,0.0,-1843.158,529.4,-528.3340000000001,4.5760000000000005,72.29,204.932,1115.237,0.221,-51.297,-65.059,-53.362,-111.616,11.0,-57.195,311.0,93.0,39.415,-55.835,0.0,-2.305,4.944,7.033,55.45399999999999,0.752,-2.287,-132.656,-2.334,-81.7,1,1
203,-2711.3590000000004,0.609,1091.755,-1.898,0.0,0.0,-36.026,-1.385,1565.162,2601.473,1036.311,-20.501,15.0,0.0,-7831.927,2129.29,-1944.492,12.337,264.009,1160.078,4299.886,0.585,-264.16200000000003,-493.291,-126.258,-206.861,18.0,-207.25,1444.0,97.0,132.91299999999998,-266.18,0.0,-2.236,16.119,74.62899999999999,539.8009999999999,0.561,-2.908,-186.113,-0.934,-30.815,1,1
204,-265.758,0.497,2573.048,-0.361,-77.10600000000001,-1.577,-39.905,-0.816,2790.3720000000003,4889.136,2098.763,123.905,24.0,0.0,-8104.199,3650.202,-1902.953,21.861,282.628,1277.767,4581.210999999999,0.351,-168.34400000000002,-541.83,-138.55700000000002,-128.30200000000002,14.0,-163.336,1456.0,178.0,304.809,-158.934,0.0,-0.84,22.972,330.8,568.447,0.475,-0.88,-87.147,-0.79,-62.403,1,1
205,-1521.316,0.605,2483.1,-2.385,0.0,0.0,-82.52,-1.734,2948.08,4759.01,1810.929,-44.074,9.0,0.0,-4192.49,1222.715,-1143.948,9.1,172.743,491.945,2639.212,0.408,-62.922,-26.676,-100.164,-406.995,36.0,-133.299,650.0,91.0,64.92699999999999,-105.301,0.0,-2.786,5.714,3.809,40.315,0.575,-2.863,-131.721,-2.7060000000000004,-121.777,1,1
206,-598.127,0.828,630.489,-2.722,-36.309,-2.617,-29.251,-2.108,810.387,1387.546,577.159,-22.405,6.0,0.0,-1301.853,291.245,-347.32199999999995,2.414,45.672,143.69299999999998,756.951,0.086,-33.021,-52.249,-16.385,-76.938,4.0,-37.678,223.0,57.0,22.896,-49.919,0.0,-2.26,3.006,-10.478,61.841,0.809,-1.915,-61.289,-2.702,-67.557,1,0
207,-6887.636,0.725,1044.879,-2.8510000000000004,0.0,0.0,-56.38,-2.257,1089.218,2498.334,1409.116,-43.943000000000005,12.0,1.083,-13761.039,3260.055,-3801.266,20.637,443.319,1300.892,8081.194,2.0780000000000003,-405.698,-660.207,-403.274,-646.249,88.0,-389.495,2419.0,61.0,155.535,-528.68,0.0,-2.377,27.61,-211.298,629.246,0.711,-2.176,-71.794,-2.614,-73.204,1,1
208,-812.5310000000001,0.75,1860.765,-2.794,-114.107,-3.623,-107.027,-3.398,2192.724,3149.871,957.147,-99.988,5.0,0.0,-1748.611,405.828,-485.879,3.346,66.822,179.696,1027.762,0.0819999999999999,-58.59,-48.958,-36.485,-115.13,7.0,-45.297,296.0,95.0,28.329,-67.608,0.0,-3.161,3.577,11.456,67.21,0.7440000000000001,-3.523,-193.739,-2.665,-106.587,1,1
209,-1686.5320000000002,0.674,1848.511,-2.725,-93.601,-2.979,-81.319,-2.588,1937.341,3142.478,1205.137,-75.865,14.0,0.0,-3839.43,923.114,-1098.871,6.004,137.221,361.87,2339.105,0.193,-64.217,-36.832,-87.3,-385.038,16.0,-107.644,625.0,108.0,43.655,-80.334,0.0,-2.77,4.58,39.32,158.264,0.625,-2.779,-183.401,-2.756,-115.737,1,1
210,-2019.465,0.7170000000000001,2389.931,-3.074,-127.267,-3.542,-114.214,-3.179,2068.623,3593.263,1524.64,-112.082,13.0,0.0,-3985.957,763.04,-1166.142,7.263,125.683,432.356,2371.739,0.223,-128.422,-90.137,-96.651,-315.398,20.0,-104.831,658.0,131.0,45.195,-124.583,0.0,-3.323,4.604,-8.276,251.053,0.735,-3.342,-220.581,-3.303,-214.71,1,1
211,-770.8710000000001,0.722,1025.743,-2.501,-63.073,-3.526,-52.805,-2.952,1082.64,1788.58,705.94,-47.031000000000006,9.0,0.0,-1871.158,458.909,-500.17,3.568,64.133,213.568,1050.492,0.166,-41.879,-58.53,-47.79600000000001,-136.554,7.0,-45.176,315.0,67.0,30.889,-68.84100000000001,0.0,-2.762,2.721,38.642,136.31,0.732,-3.138,-119.227,-2.271,-65.846,1,1
212,-2024.996,0.765,3070.7990000000004,-2.615,-180.07299999999998,-3.377,-151.48,-2.841,3588.1490000000003,5331.6,1743.451,-127.61,9.0,0.0,-4731.045,1174.718,-1296.665,7.856,170.85299999999998,483.992,2851.906,0.124,-120.48,-119.985,-86.74799999999999,-354.233,19.0,-123.884,803.0,175.0,72.87,-165.99200000000002,0.0,-3.148,7.615,-30.168000000000003,234.395,0.7759999999999999,-3.653,-343.343,-2.563,-207.616,1,1
213,-1166.88,0.55,1284.552,-1.871,-48.456,-2.217,-39.236,-1.795,1301.15,2185.722,884.572,-27.999,24.0,-14.602,-3142.298,924.939,-800.056,5.486000000000001,120.496,308.98400000000004,1810.478,0.103,-98.9,-232.292,-54.388000000000005,-48.782,6.0,-86.583,643.0,79.0,61.183,-129.39,0.0,-1.561,9.779,18.453,180.613,0.551,-1.258,-62.876000000000005,-2.083,-60.407,1,1
214,-1251.722,0.7140000000000001,3303.885,-2.423,-187.592,-3.425,-152.19799999999998,-2.779,2842.472,5476.706,2634.2340000000004,-139.748,31.0,0.0,-3281.766,837.107,-852.3860000000001,5.414,114.788,340.584,1976.053,0.241,-98.498,-69.833,-63.994,-221.38,31.0,-83.463,530.0,192.0,70.69,-86.09899999999999,0.0,-2.519,9.235,17.176,134.65,0.7070000000000001,-2.237,-167.78900000000002,-2.7,-315.882,1,1
215,-1100.758,0.621,1468.517,-2.955,-90.425,-3.4930000000000003,-76.969,-2.9730000000000003,1444.608,2588.7,1144.092,-76.914,9.0,0.0,-2245.194,471.932,-618.038,4.109,74.092,245.41,1246.51,0.3,-62.448,-35.062,-51.067,-180.581,19.0,-65.581,375.0,106.0,27.286,-64.99600000000001,0.0,-3.513,2.9130000000000003,14.33,135.627,0.627,-3.329,-166.43,-3.678,-205.953,1,1
216,1014.776,0.726,1738.989,-0.271,229.187,6.746,253.049,7.447999999999999,2337.299,3397.6040000000003,1060.305,1285.615,3.0,0.0,-791.1510000000001,224.79,-280.816,1.602,33.576,1397.943,655.6160000000001,-0.06,-1.958,0.0,-22.67,-129.672,13.0,-31.65,138.0,114.0,13.228,-15.055,0.0,0.039,3.393,-21.101,-21.3,0.713,-0.173,-10.04,0.259,14.496,1,0
